population_group_id,population_group_name,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,All Population,5,Prevalence,60,Lithuania,3,Both,22,All ages,559,Schizophrenia,3,Rate,1999,263.80605378234003,324.31086810923,208.26332194218003
1,All Population,5,Prevalence,60,Lithuania,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,1999,3701.70932839513,4071.00748446041,3172.2331122951196
1,All Population,5,Prevalence,60,Lithuania,3,Both,22,All ages,561,Drug use disorders,3,Rate,1999,633.97609587164,692.4726542841701,578.96505946713
1,All Population,5,Prevalence,81,Germany,3,Both,22,All ages,570,Bipolar disorder,3,Rate,1999,676.0661994127599,800.6941958260801,573.40622143607
1,All Population,5,Prevalence,81,Germany,3,Both,22,All ages,571,Anxiety disorders,3,Rate,1999,5349.31261374151,6119.0663050155,4876.42730870696
1,All Population,5,Prevalence,81,Germany,3,Both,22,All ages,572,Eating disorders,3,Rate,1999,336.14616334144,423.51456738775994,273.38632635602
1,All Population,5,Prevalence,81,Germany,3,Both,22,All ages,575,Autism spectrum disorders,3,Rate,1999,724.82141310518,1481.2175353125401,345.35071104308
1,All Population,5,Prevalence,81,Germany,3,Both,22,All ages,578,Attention-deficit/hyperactivity disorder,3,Rate,1999,268.133405129,368.39791494385,184.83490802033998
1,All Population,5,Prevalence,81,Germany,3,Both,22,All ages,579,Conduct disorder,3,Rate,1999,374.08225562531,474.03735577325,279.74207077927
1,All Population,5,Prevalence,46,Croatia,3,Both,22,All ages,567,Depressive disorders,3,Rate,1996,2498.3031002489097,2872.55381594039,2108.16722754083
1,All Population,5,Prevalence,45,Bulgaria,3,Both,22,All ages,294,All causes,3,Rate,2000,97594.81262584374,98149.02162433228,97054.1183893712
1,All Population,5,Prevalence,84,Ireland,3,Both,22,All ages,294,All causes,3,Rate,1998,93986.90996343023,94702.81697921871,93293.83575222554
1,All Population,5,Prevalence,52,Romania,3,Both,22,All ages,294,All causes,3,Rate,1998,97855.90127850843,98276.7277254628,97380.94765669077
1,All Population,5,Prevalence,76,Belgium,3,Both,22,All ages,543,Alzheimer's disease and other dementias,3,Rate,1998,1317.07883839114,1494.17070511968,1125.28804592313
1,All Population,5,Prevalence,52,Romania,3,Both,22,All ages,561,Drug use disorders,3,Rate,1998,330.46873344601,377.06688366237,284.70914623774
1,All Population,5,Prevalence,52,Romania,3,Both,22,All ages,567,Depressive disorders,3,Rate,1998,2310.7421152788997,2640.67686164518,1989.0788701885
1,All Population,5,Prevalence,84,Ireland,3,Both,22,All ages,567,Depressive disorders,3,Rate,1998,3350.5240356253803,3743.1913547179097,2950.4530660961
1,All Population,5,Prevalence,84,Ireland,3,Both,22,All ages,570,Bipolar disorder,3,Rate,1998,552.14498392058,701.8670565974801,432.31786972666
1,All Population,5,Prevalence,84,Ireland,3,Both,22,All ages,571,Anxiety disorders,3,Rate,1998,4583.61378586058,5481.91390077805,3905.6228478609305
1,All Population,5,Prevalence,84,Ireland,3,Both,22,All ages,572,Eating disorders,3,Rate,1998,474.85681409386996,627.7678296840401,370.70679660571
1,All Population,5,Prevalence,84,Ireland,3,Both,22,All ages,575,Autism spectrum disorders,3,Rate,1998,839.22034891078,1739.6602909927901,406.883917715
1,All Population,5,Prevalence,84,Ireland,3,Both,22,All ages,578,Attention-deficit/hyperactivity disorder,3,Rate,1998,1707.5234686840101,2328.91836639864,1229.38473067592
1,All Population,5,Prevalence,84,Ireland,3,Both,22,All ages,579,Conduct disorder,3,Rate,1998,558.53228096903,713.95303386597,411.55052974035
1,All Population,5,Prevalence,76,Belgium,3,Both,22,All ages,559,Schizophrenia,3,Rate,1998,334.68305965326,407.06823466686996,270.28031249778
1,All Population,5,Prevalence,76,Belgium,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,1998,2760.85236478848,3149.6814257419596,2339.36679405943
1,All Population,5,Prevalence,76,Belgium,3,Both,22,All ages,561,Drug use disorders,3,Rate,1998,887.69359143012,1009.12248350787,782.38278054822
1,All Population,5,Prevalence,75,Austria,3,Both,22,All ages,561,Drug use disorders,3,Rate,2000,881.66222405965,979.5693330510201,785.19030247394
1,All Population,5,Prevalence,75,Austria,3,Both,22,All ages,567,Depressive disorders,3,Rate,2000,2408.93339184985,2784.10855923459,2093.50907538037
1,All Population,5,Prevalence,75,Austria,3,Both,22,All ages,570,Bipolar disorder,3,Rate,2000,720.16871453806,891.5272171934499,576.18498625317
1,All Population,5,Prevalence,75,Austria,3,Both,22,All ages,571,Anxiety disorders,3,Rate,2000,4024.4821947879805,4970.95408165285,3328.8625217340195
1,All Population,5,Prevalence,75,Austria,3,Both,22,All ages,572,Eating disorders,3,Rate,2000,479.04304165716997,621.0494630716901,374.39011632077
1,All Population,5,Prevalence,76,Belgium,3,Both,22,All ages,294,All causes,3,Rate,1996,94264.5085241106,94967.70121059332,93621.79092201339
1,All Population,5,Prevalence,84,Ireland,3,Both,22,All ages,559,Schizophrenia,3,Rate,2000,353.87087809254,432.74095248141003,281.85048783584
1,All Population,5,Prevalence,84,Ireland,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,2000,3478.8665231286595,4332.53174066778,2864.37932303903
1,All Population,5,Prevalence,84,Ireland,3,Both,22,All ages,561,Drug use disorders,3,Rate,2000,1218.47742507107,1324.71891186793,1111.19367797012
1,All Population,5,Prevalence,75,Austria,3,Both,22,All ages,575,Autism spectrum disorders,3,Rate,2000,721.25248647778,1464.8821319997999,349.90763788899
1,All Population,5,Prevalence,75,Austria,3,Both,22,All ages,578,Attention-deficit/hyperactivity disorder,3,Rate,2000,1175.53449405785,1666.4976558010799,820.116271755
1,All Population,5,Prevalence,75,Austria,3,Both,22,All ages,579,Conduct disorder,3,Rate,2000,395.55542888279,504.63761640732,295.88162506883
1,All Population,5,Prevalence,76,Belgium,3,Both,22,All ages,567,Depressive disorders,3,Rate,1996,3219.8518987143,3660.9425221246,2780.74907104713
1,All Population,5,Prevalence,76,Belgium,3,Both,22,All ages,570,Bipolar disorder,3,Rate,1996,712.58613532011,895.28550996456,565.19744567909
1,All Population,5,Prevalence,76,Belgium,3,Both,22,All ages,571,Anxiety disorders,3,Rate,1996,4627.4093572882,5622.02646064848,4032.7339086781303
1,All Population,5,Prevalence,76,Belgium,3,Both,22,All ages,572,Eating disorders,3,Rate,1996,403.51010760393996,523.03226498805,319.30091475196
1,All Population,5,Prevalence,76,Belgium,3,Both,22,All ages,575,Autism spectrum disorders,3,Rate,1996,701.12052151817,1419.31860315332,329.47483667329
1,All Population,5,Prevalence,76,Belgium,3,Both,22,All ages,578,Attention-deficit/hyperactivity disorder,3,Rate,1996,918.59775422011,1291.56443905996,647.18690387285
1,All Population,5,Prevalence,76,Belgium,3,Both,22,All ages,579,Conduct disorder,3,Rate,1996,401.82761054358,507.26470920575997,300.54854242217
1,All Population,5,Prevalence,45,Bulgaria,3,Both,22,All ages,567,Depressive disorders,3,Rate,2000,2966.04388682948,3390.2098227516803,2545.81171558714
1,All Population,5,Prevalence,52,Romania,3,Both,22,All ages,570,Bipolar disorder,3,Rate,1998,627.8570896452301,796.4709189275301,494.14909442228003
1,All Population,5,Prevalence,52,Romania,3,Both,22,All ages,571,Anxiety disorders,3,Rate,1998,4311.903591086911,5549.00705810727,3536.4810962300203
1,All Population,5,Prevalence,52,Romania,3,Both,22,All ages,572,Eating disorders,3,Rate,1998,175.55240195505,236.01615595656,134.16058802604
1,All Population,5,Prevalence,52,Romania,3,Both,22,All ages,575,Autism spectrum disorders,3,Rate,1998,519.5994524936,1115.96820299678,240.01338606738
1,All Population,5,Prevalence,52,Romania,3,Both,22,All ages,578,Attention-deficit/hyperactivity disorder,3,Rate,1998,527.7541862310101,743.27189264551,358.78686961576
1,All Population,5,Prevalence,52,Romania,3,Both,22,All ages,579,Conduct disorder,3,Rate,1998,483.69195411231,612.11349419182,358.26895540573
1,All Population,5,Prevalence,52,Romania,3,Both,22,All ages,543,Alzheimer's disease and other dementias,3,Rate,2000,666.46197127831,767.19237813233,571.92370885921
1,All Population,5,Prevalence,52,Romania,3,Both,22,All ages,559,Schizophrenia,3,Rate,2000,334.35586209047,408.64267973503,263.68013701641996
1,All Population,5,Prevalence,52,Romania,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,2000,2921.93350721837,3345.0135747264603,2592.0259435295598
1,All Population,5,Prevalence,86,Italy,3,Both,22,All ages,294,All causes,3,Rate,1998,96031.48575347406,96472.82221971138,95623.14310129793
1,All Population,5,Prevalence,45,Bulgaria,3,Both,22,All ages,570,Bipolar disorder,3,Rate,2000,488.69692076675,611.28373643663,395.04459205514
1,All Population,5,Prevalence,45,Bulgaria,3,Both,22,All ages,571,Anxiety disorders,3,Rate,2000,3820.95371850358,4693.937548646561,3219.12961366887
1,All Population,5,Prevalence,45,Bulgaria,3,Both,22,All ages,572,Eating disorders,3,Rate,2000,165.36005272455,218.79886318003,126.09581616572
1,All Population,5,Prevalence,45,Bulgaria,3,Both,22,All ages,575,Autism spectrum disorders,3,Rate,2000,497.467873416,1074.61042133261,228.566102974
1,All Population,5,Prevalence,45,Bulgaria,3,Both,22,All ages,578,Attention-deficit/hyperactivity disorder,3,Rate,2000,470.76789183408,655.48391281176,324.75911476524
1,All Population,5,Prevalence,45,Bulgaria,3,Both,22,All ages,579,Conduct disorder,3,Rate,2000,400.31331830001,506.86645941711,296.44246115786996
1,All Population,5,Prevalence,46,Croatia,3,Both,22,All ages,543,Alzheimer's disease and other dementias,3,Rate,1998,745.08870546371,852.14850276083,629.0216453804201
1,All Population,5,Prevalence,86,Italy,3,Both,22,All ages,543,Alzheimer's disease and other dementias,3,Rate,2000,1425.03218129216,1620.68629129383,1222.84838755099
1,All Population,5,Prevalence,86,Italy,3,Both,22,All ages,559,Schizophrenia,3,Rate,2000,318.70620073658,372.27053348393997,273.86183298691
1,All Population,5,Prevalence,86,Italy,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,2000,1746.92060590108,2037.34119489403,1474.99706242404
1,All Population,5,Prevalence,86,Italy,3,Both,22,All ages,561,Drug use disorders,3,Rate,2000,1098.6445231507998,1328.75466723298,912.76084594695
1,All Population,5,Prevalence,78,Denmark,3,Both,22,All ages,294,All causes,3,Rate,1996,94594.35946824733,95479.93157260875,93914.6614654592
1,All Population,5,Prevalence,78,Denmark,3,Both,22,All ages,570,Bipolar disorder,3,Rate,1996,747.4023485637799,934.8798433184501,589.24936668888
1,All Population,5,Prevalence,78,Denmark,3,Both,22,All ages,571,Anxiety disorders,3,Rate,1996,3474.92347269244,3785.7299881027197,3229.87743644922
1,All Population,5,Prevalence,78,Denmark,3,Both,22,All ages,572,Eating disorders,3,Rate,1996,463.89208793542,624.4161132757,368.77958800682
1,All Population,5,Prevalence,78,Denmark,3,Both,22,All ages,575,Autism spectrum disorders,3,Rate,1996,664.70253303425,1043.38021453168,437.58700937988
1,All Population,5,Prevalence,78,Denmark,3,Both,22,All ages,578,Attention-deficit/hyperactivity disorder,3,Rate,1996,980.0203073527299,1338.31158964621,712.60434674491
1,All Population,5,Prevalence,78,Denmark,3,Both,22,All ages,579,Conduct disorder,3,Rate,1996,374.81869011119,472.53854722002,281.30996254551
1,All Population,5,Prevalence,46,Croatia,3,Both,22,All ages,559,Schizophrenia,3,Rate,1998,359.68165243129,442.70939714529,283.92248929397
1,All Population,5,Prevalence,46,Croatia,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,1998,2676.3066252165,3045.98398867993,2353.52331572132
1,All Population,5,Prevalence,46,Croatia,3,Both,22,All ages,561,Drug use disorders,3,Rate,1998,777.13531238722,880.3825054061,672.80295230299
1,All Population,5,Prevalence,77,Cyprus,3,Both,22,All ages,294,All causes,3,Rate,2000,94573.78993013126,95414.10253583058,93792.3432798234
1,All Population,5,Prevalence,86,Italy,3,Both,22,All ages,570,Bipolar disorder,3,Rate,1998,655.0627191664299,759.81824272975,564.9571254786599
1,All Population,5,Prevalence,86,Italy,3,Both,22,All ages,571,Anxiety disorders,3,Rate,1998,4775.18531780447,5570.113985982201,4317.39213923203
1,All Population,5,Prevalence,86,Italy,3,Both,22,All ages,572,Eating disorders,3,Rate,1998,430.99888541480004,567.43082358137,337.2227232725
1,All Population,5,Prevalence,86,Italy,3,Both,22,All ages,575,Autism spectrum disorders,3,Rate,1998,620.27082713708,1347.26061497316,277.90124539441
1,All Population,5,Prevalence,86,Italy,3,Both,22,All ages,578,Attention-deficit/hyperactivity disorder,3,Rate,1998,804.85606450563,1091.63170159128,565.2421766589
1,All Population,5,Prevalence,86,Italy,3,Both,22,All ages,579,Conduct disorder,3,Rate,1998,379.75799477546,474.6489285567,284.05144616668
1,All Population,5,Prevalence,54,Slovakia,3,Both,22,All ages,294,All causes,3,Rate,1998,96595.19750907032,97355.83873510853,95849.80757065193
1,All Population,5,Prevalence,79,Finland,3,Both,22,All ages,543,Alzheimer's disease and other dementias,3,Rate,1996,1043.55522149534,1192.98811554851,877.75352815432
1,All Population,5,Prevalence,86,Italy,3,Both,22,All ages,567,Depressive disorders,3,Rate,2000,2382.3619265800103,2696.28244697394,2118.36986594048
1,All Population,5,Prevalence,78,Denmark,3,Both,22,All ages,543,Alzheimer's disease and other dementias,3,Rate,1998,946.4752401514099,1078.43393745188,812.7671736004099
1,All Population,5,Prevalence,78,Denmark,3,Both,22,All ages,559,Schizophrenia,3,Rate,1998,262.55253088853,314.92899323586,212.78557758294
1,All Population,5,Prevalence,78,Denmark,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,1998,3781.36581834805,4321.48156385103,3319.96753905969
1,All Population,5,Prevalence,78,Denmark,3,Both,22,All ages,561,Drug use disorders,3,Rate,1998,1018.8479601338399,1117.98486994979,921.87642589232
1,All Population,5,Prevalence,93,Sweden,3,Both,22,All ages,570,Bipolar disorder,3,Rate,1996,701.92603979546,879.3339376693001,556.40827716369
1,All Population,5,Prevalence,93,Sweden,3,Both,22,All ages,571,Anxiety disorders,3,Rate,1996,3210.8518708965703,3638.6847401110103,2921.8412182461298
1,All Population,5,Prevalence,93,Sweden,3,Both,22,All ages,572,Eating disorders,3,Rate,1996,413.93911753125997,539.52643887984,329.00797679134
1,All Population,5,Prevalence,93,Sweden,3,Both,22,All ages,575,Autism spectrum disorders,3,Rate,1996,995.27693260429,1616.80665535191,633.03703304959
1,All Population,5,Prevalence,93,Sweden,3,Both,22,All ages,578,Attention-deficit/hyperactivity disorder,3,Rate,1996,874.2388211330001,1227.45858928903,614.87094196207
1,All Population,5,Prevalence,93,Sweden,3,Both,22,All ages,579,Conduct disorder,3,Rate,1996,400.92350014405,503.27500190743,298.93272139520997
1,All Population,5,Prevalence,80,France,3,Both,22,All ages,575,Autism spectrum disorders,3,Rate,1996,711.6793510288201,1421.1205397880099,340.95275525138004
1,All Population,5,Prevalence,80,France,3,Both,22,All ages,578,Attention-deficit/hyperactivity disorder,3,Rate,1996,1280.65643296429,1764.96740914634,906.66586965886
1,All Population,5,Prevalence,80,France,3,Both,22,All ages,579,Conduct disorder,3,Rate,1996,460.7229626592,575.36804472085,346.93939537236
1,All Population,5,Prevalence,54,Slovakia,3,Both,22,All ages,567,Depressive disorders,3,Rate,1998,2624.5484346917096,3098.76973864404,2162.99346708736
1,All Population,5,Prevalence,54,Slovakia,3,Both,22,All ages,570,Bipolar disorder,3,Rate,1998,520.7033001181401,653.78018097392,408.56142771721
1,All Population,5,Prevalence,54,Slovakia,3,Both,22,All ages,571,Anxiety disorders,3,Rate,1998,4023.6928667059005,5116.02992749365,3367.19482050565
1,All Population,5,Prevalence,54,Slovakia,3,Both,22,All ages,572,Eating disorders,3,Rate,1998,208.7508630318,277.95360960352,158.24664743136998
1,All Population,5,Prevalence,77,Cyprus,3,Both,22,All ages,567,Depressive disorders,3,Rate,2000,2689.4898307611,3145.51950661066,2320.03640201432
1,All Population,5,Prevalence,77,Cyprus,3,Both,22,All ages,570,Bipolar disorder,3,Rate,2000,690.33665984072,877.67838242579,538.50014431387
1,All Population,5,Prevalence,77,Cyprus,3,Both,22,All ages,571,Anxiety disorders,3,Rate,2000,4982.54104372624,5386.47913039009,4651.17477118738
1,All Population,5,Prevalence,77,Cyprus,3,Both,22,All ages,572,Eating disorders,3,Rate,2000,520.87149762398,683.73525873184,403.95710173154
1,All Population,5,Prevalence,77,Cyprus,3,Both,22,All ages,575,Autism spectrum disorders,3,Rate,2000,717.16513916879,1403.6175953017,368.58843873024
1,All Population,5,Prevalence,77,Cyprus,3,Both,22,All ages,578,Attention-deficit/hyperactivity disorder,3,Rate,2000,1089.55520282332,1539.03890864061,762.1249311102799
1,All Population,5,Prevalence,77,Cyprus,3,Both,22,All ages,579,Conduct disorder,3,Rate,2000,539.3007649400099,682.10782014753,404.69499108896997
1,All Population,5,Prevalence,81,Germany,3,Both,22,All ages,543,Alzheimer's disease and other dementias,3,Rate,1996,1496.1245603855,1680.5518916548901,1317.1893253860799
1,All Population,5,Prevalence,87,Luxembourg,3,Both,22,All ages,543,Alzheimer's disease and other dementias,3,Rate,1998,729.53386047387,836.73050292719,611.16473227155
1,All Population,5,Prevalence,54,Slovakia,3,Both,22,All ages,543,Alzheimer's disease and other dementias,3,Rate,2000,615.5944854691301,707.05276515141,519.24251100743
1,All Population,5,Prevalence,54,Slovakia,3,Both,22,All ages,575,Autism spectrum disorders,3,Rate,1998,536.05855311785,1154.2601826057,247.50388465796
1,All Population,5,Prevalence,54,Slovakia,3,Both,22,All ages,578,Attention-deficit/hyperactivity disorder,3,Rate,1998,543.41887791272,766.07493017756,368.84755965655
1,All Population,5,Prevalence,54,Slovakia,3,Both,22,All ages,579,Conduct disorder,3,Rate,1998,499.76447785629,629.73672487802,371.6621410203
1,All Population,5,Prevalence,78,Denmark,3,Both,22,All ages,567,Depressive disorders,3,Rate,1998,3009.03574247613,3404.30758524634,2605.0025621856003
1,All Population,5,Prevalence,88,Malta,3,Both,22,All ages,294,All causes,3,Rate,2000,94419.02567630859,95222.97143612968,93675.65220777913
1,All Population,5,Prevalence,54,Slovakia,3,Both,22,All ages,559,Schizophrenia,3,Rate,2000,339.07621620966,419.01474214168996,267.29816192945
1,All Population,5,Prevalence,54,Slovakia,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,2000,2313.77507438938,2769.87241026509,1957.8473429654
1,All Population,5,Prevalence,54,Slovakia,3,Both,22,All ages,561,Drug use disorders,3,Rate,2000,787.60734625413,873.44434678387,703.4965585179
1,All Population,5,Prevalence,87,Luxembourg,3,Both,22,All ages,559,Schizophrenia,3,Rate,1996,340.44324493497,417.22904983509,268.56114068515996
1,All Population,5,Prevalence,87,Luxembourg,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,1996,2971.794534566,3492.5225783536102,2474.96138040624
1,All Population,5,Prevalence,87,Luxembourg,3,Both,22,All ages,561,Drug use disorders,3,Rate,1996,1194.05325809699,1365.41948341796,1040.91270873386
1,All Population,5,Prevalence,88,Malta,3,Both,22,All ages,578,Attention-deficit/hyperactivity disorder,3,Rate,1998,1025.66676929496,1446.13984505299,719.1082127387
1,All Population,5,Prevalence,88,Malta,3,Both,22,All ages,579,Conduct disorder,3,Rate,1998,498.38404490719,630.64571542926,373.23551293472997
1,All Population,5,Prevalence,87,Luxembourg,3,Both,22,All ages,567,Depressive disorders,3,Rate,1996,3887.983807053,4407.58920463296,3345.6128891888
1,All Population,5,Prevalence,87,Luxembourg,3,Both,22,All ages,570,Bipolar disorder,3,Rate,1996,715.15901280269,892.87995472639,563.23178799132
1,All Population,5,Prevalence,87,Luxembourg,3,Both,22,All ages,571,Anxiety disorders,3,Rate,1996,3963.7801557059697,4327.97676805049,3697.3951110774296
1,All Population,5,Prevalence,87,Luxembourg,3,Both,22,All ages,572,Eating disorders,3,Rate,1996,529.59274979442,683.48805310132,409.61787152084
1,All Population,5,Prevalence,88,Malta,3,Both,22,All ages,559,Schizophrenia,3,Rate,2000,333.47097723003003,408.54360496246,266.87713386795
1,All Population,5,Prevalence,88,Malta,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,2000,1676.11952230152,2123.2078763035797,1312.0615875384901
1,All Population,5,Prevalence,88,Malta,3,Both,22,All ages,561,Drug use disorders,3,Rate,2000,769.15931743069,858.48217229413,677.0013591055
1,All Population,5,Prevalence,88,Malta,3,Both,22,All ages,567,Depressive disorders,3,Rate,2000,2289.53847330662,2671.03205537082,1975.51086731532
1,All Population,5,Prevalence,88,Malta,3,Both,22,All ages,570,Bipolar disorder,3,Rate,2000,710.56700036524,893.8776244952901,561.7066664399999
1,All Population,5,Prevalence,80,France,3,Both,22,All ages,294,All causes,3,Rate,1998,93950.2362487255,94643.41407018522,93323.61974381977
1,All Population,5,Prevalence,80,France,3,Both,22,All ages,559,Schizophrenia,3,Rate,1998,330.48231062552003,400.11063974690006,261.44929825029004
1,All Population,5,Prevalence,80,France,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,1998,2479.58052883768,2880.45730861791,2116.3969464411703
1,All Population,5,Prevalence,80,France,3,Both,22,All ages,561,Drug use disorders,3,Rate,1998,935.94550811539,1053.16300477401,831.5576512043499
1,All Population,5,Prevalence,80,France,3,Both,22,All ages,567,Depressive disorders,3,Rate,1998,3550.3668145176403,3956.53830814455,3165.99799927789
1,All Population,5,Prevalence,89,Netherlands,3,Both,22,All ages,543,Alzheimer's disease and other dementias,3,Rate,1998,1011.9651483588,1128.8069986555001,864.81595970695
1,All Population,5,Prevalence,89,Netherlands,3,Both,22,All ages,294,All causes,3,Rate,1996,95482.42738834252,96152.93905523984,94921.9382312928
1,All Population,5,Prevalence,80,France,3,Both,22,All ages,570,Bipolar disorder,3,Rate,1998,747.5805809952,904.1589650282599,605.84292049036
1,All Population,5,Prevalence,80,France,3,Both,22,All ages,571,Anxiety disorders,3,Rate,1998,5896.08450131244,6963.77055212396,5166.26527155665
1,All Population,5,Prevalence,80,France,3,Both,22,All ages,572,Eating disorders,3,Rate,1998,458.16813457952003,601.7279081286499,358.49515917512
1,All Population,5,Prevalence,88,Malta,3,Both,22,All ages,571,Anxiety disorders,3,Rate,2000,5832.41107141014,6311.0315055723495,5448.0270102446
1,All Population,5,Prevalence,88,Malta,3,Both,22,All ages,572,Eating disorders,3,Rate,2000,384.21798593543997,505.60237000028,300.45886036443
1,All Population,5,Prevalence,88,Malta,3,Both,22,All ages,575,Autism spectrum disorders,3,Rate,2000,769.82466605089,1498.10665698631,396.07016255392995
1,All Population,5,Prevalence,89,Netherlands,3,Both,22,All ages,559,Schizophrenia,3,Rate,1996,396.11388024787,482.72560361953,317.36131271439
1,All Population,5,Prevalence,89,Netherlands,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,1996,1841.0424679608202,2127.0668522963597,1603.76236590641
1,All Population,5,Prevalence,89,Netherlands,3,Both,22,All ages,561,Drug use disorders,3,Rate,1996,1052.2493714320499,1172.39414353902,936.59848389371
1,All Population,5,Prevalence,89,Netherlands,3,Both,22,All ages,567,Depressive disorders,3,Rate,1996,4595.892904314311,5020.265426815889,4153.171817002531
1,All Population,5,Prevalence,89,Netherlands,3,Both,22,All ages,570,Bipolar disorder,3,Rate,1996,814.9585128722599,924.6937901037301,718.88191171498
1,All Population,5,Prevalence,89,Netherlands,3,Both,22,All ages,571,Anxiety disorders,3,Rate,1996,6357.24403723779,7126.61646660981,5742.87223805273
1,All Population,5,Prevalence,89,Netherlands,3,Both,22,All ages,572,Eating disorders,3,Rate,1996,373.38771500458,476.24578552190997,297.89284628133
1,All Population,5,Prevalence,89,Netherlands,3,Both,22,All ages,575,Autism spectrum disorders,3,Rate,1996,761.0679599351699,1537.38253775992,358.0023734619
1,All Population,5,Prevalence,89,Netherlands,3,Both,22,All ages,578,Attention-deficit/hyperactivity disorder,3,Rate,1996,1036.57559055386,1408.8664262021,749.60736007157
1,All Population,5,Prevalence,89,Netherlands,3,Both,22,All ages,579,Conduct disorder,3,Rate,1996,364.1944078596,453.9076061685,269.0406420534
1,All Population,5,Prevalence,79,Finland,3,Both,22,All ages,294,All causes,3,Rate,2000,94946.58514433417,95610.75050687187,94296.01009491544
1,All Population,5,Prevalence,79,Finland,3,Both,22,All ages,572,Eating disorders,3,Rate,2000,505.21708706568995,640.2851059220101,403.29735531096003
1,All Population,5,Prevalence,79,Finland,3,Both,22,All ages,575,Autism spectrum disorders,3,Rate,2000,730.97339402125,1414.8988336766402,392.28348696766994
1,All Population,5,Prevalence,79,Finland,3,Both,22,All ages,578,Attention-deficit/hyperactivity disorder,3,Rate,2000,1130.41954113728,1511.44774862444,808.3153076240499
1,All Population,5,Prevalence,79,Finland,3,Both,22,All ages,579,Conduct disorder,3,Rate,2000,418.97840502769003,529.21306077649,313.49914631194997
1,All Population,5,Prevalence,91,Portugal,3,Both,22,All ages,294,All causes,3,Rate,1996,95501.34362126133,96311.73869112895,94880.85254664008
1,All Population,5,Prevalence,91,Portugal,3,Both,22,All ages,567,Depressive disorders,3,Rate,1996,3655.29368233277,4152.38279427992,3137.44598037076
1,All Population,5,Prevalence,91,Portugal,3,Both,22,All ages,570,Bipolar disorder,3,Rate,1996,835.7108547595299,1005.5198449069901,682.35172758964
1,All Population,5,Prevalence,91,Portugal,3,Both,22,All ages,571,Anxiety disorders,3,Rate,1996,7843.458263077201,9633.88593045017,6608.73440675906
1,All Population,5,Prevalence,91,Portugal,3,Both,22,All ages,572,Eating disorders,3,Rate,1996,389.88065409839,514.1363852477799,310.39109553866
1,All Population,5,Prevalence,91,Portugal,3,Both,22,All ages,575,Autism spectrum disorders,3,Rate,1996,705.1075377324299,1461.11376787812,327.42193423103
1,All Population,5,Prevalence,91,Portugal,3,Both,22,All ages,578,Attention-deficit/hyperactivity disorder,3,Rate,1996,978.1295342421499,1376.57817833766,682.84178090673
1,All Population,5,Prevalence,91,Portugal,3,Both,22,All ages,543,Alzheimer's disease and other dementias,3,Rate,1998,895.5551410168299,1044.6827901444701,745.73392357842
1,All Population,5,Prevalence,91,Portugal,3,Both,22,All ages,559,Schizophrenia,3,Rate,1998,324.49472494621,394.16814686834,258.16598456659
1,All Population,5,Prevalence,91,Portugal,3,Both,22,All ages,579,Conduct disorder,3,Rate,1996,456.48267849811003,578.72898054793,343.64643493458
1,All Population,5,Prevalence,82,Greece,3,Both,22,All ages,294,All causes,3,Rate,1998,96068.18510397892,96486.70495039856,95645.13024396302
1,All Population,5,Prevalence,91,Portugal,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,1998,3141.7877469457103,3764.32708032959,2628.59500172876
1,All Population,5,Prevalence,91,Portugal,3,Both,22,All ages,561,Drug use disorders,3,Rate,1998,749.8834320835899,837.88307284096,662.3670921404699
1,All Population,5,Prevalence,59,Latvia,3,Both,22,All ages,543,Alzheimer's disease and other dementias,3,Rate,1998,784.17265503054,892.32074067789,668.46031099687
1,All Population,5,Prevalence,59,Latvia,3,Both,22,All ages,559,Schizophrenia,3,Rate,1998,266.64369800155,329.38175505628,212.54101756084
1,All Population,5,Prevalence,80,France,3,Both,22,All ages,543,Alzheimer's disease and other dementias,3,Rate,2000,952.6759375108101,1052.9693573663399,851.92311507613
1,All Population,5,Prevalence,82,Greece,3,Both,22,All ages,559,Schizophrenia,3,Rate,1998,338.16220144439,411.31782796777,270.10340059237
1,All Population,5,Prevalence,82,Greece,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,1998,1774.5907072437801,2200.81156869791,1378.8698873850499
1,All Population,5,Prevalence,82,Greece,3,Both,22,All ages,561,Drug use disorders,3,Rate,1998,687.07250428163,741.0931833084301,635.41804172633
1,All Population,5,Prevalence,82,Greece,3,Both,22,All ages,567,Depressive disorders,3,Rate,1998,4158.06473962449,4711.21080201672,3620.64227158235
