Country,Code,Year,Alcohol use disorders,Alzheimer's disease and other dementias,Anxiety disorders,Attention-deficit/hyperactivity disorder,Autism spectrum disorders,Bipolar disorder,Conduct disorder,Depressive disorders,Drug use disorders,Schizophrenia,GDP per capita,Unemployment rate (%),Health expenditure (% GDP),Population,Gini index,Urban population (%),Internet users (% of population),Physicians per 100000,Suicide rate,Region
Bulgaria,BGR,2018,2173.59943550996,1231.89577988975,3733.89905614711,388.9474743207,524.9293970615,499.86146374583,292.06858573641,2984.8409482340703,537.66603390955,370.5385537643,9849.88769989118,5.211,7.34086275,6710798.0,41.3,73.600212097168,64.78201069118,421.7,9.728249418,Eastern Europe
Bulgaria,BGR,2019,2148.01219363958,1257.07677820572,3692.79537254145,386.65155758889,526.70093316333,499.2539861506201,296.40757583478,2993.75213901733,530.23133175792,369.63461545876,10354.2500414088,4.148,7.11813641,6616726.0,40.3,73.7162322998047,67.9469809417603,423.6,9.021244554,Eastern Europe
Bulgaria,BGR,2020,2134.57792205364,1299.38259660709,4287.33752485229,384.05980634877,527.82904786742,498.38636125111,299.57520187432,3504.12701325078,523.12786346975,368.29887643811,10760.7616180234,5.037,8.44060898,6550696.0,40.5,73.3239898681641,70.16248359,427.7,10.03017285,Eastern Europe
Bulgaria,BGR,2021,2112.9833052106,1341.18211341094,4407.64150528904,382.39599786151,529.5043858205,497.42942137049,302.80056236838004,3592.45192819952,525.24656069716,367.21768363592,12966.8085197381,5.166,8.58048916,6507301.0,39.0,73.346765618041,75.27144583,429.6,9.510895225,Eastern Europe
Croatia,HRV,2000,2734.1305854656903,783.40102185699,5258.28197018682,472.0471689759301,547.0546320031,548.93269056383,398.95970047816,2484.14442015399,789.9942031377101,360.89322532008,4953.57515008131,16.064,7.65084314,4468302.0,31.3,55.6818319251231,6.64488254374396,241.3,20.48619392,Eastern Europe
Croatia,HRV,2001,2751.7014506433497,804.4284711239601,5282.79548590145,469.40883174261,547.738502831,550.2983629534799,393.70559826521,2483.98854736709,793.43376204279,361.93600750792,5364.88188501029,15.822,7.16995239,4299642.0,31.1,55.6913829056559,11.5585731811648,245.3,19.56753016,Eastern Europe
Croatia,HRV,2002,2769.29680426092,828.41298095475,5308.75459713014,466.711027539,548.65706940986,551.60032106654,388.78612475884,2479.82104053953,796.93209024558,363.24819736192,6219.56093667781,15.053,6.14300489,4302174.0,30.633333333333333,55.6745468592554,17.76,245.9,19.37319732,Eastern Europe
Croatia,HRV,2003,2784.74867205259,849.8687965511601,5338.64921836634,463.69210633313,550.0838479899099,552.98687067397,383.18051911491,2486.69719791026,801.06268582366,364.78680491474,8189.99059314699,13.924,6.29782534,4303399.0,30.166666666666668,55.6386960202113,22.75,251.2,19.64327585,Eastern Europe
Croatia,HRV,2004,2795.61424296549,867.9863800356,5371.79927071483,460.43605363437007,551.7768173033701,554.32351215686,377.29186627395,2495.34805687506,804.80929606948,366.30155296614,9718.92771524605,13.664,6.5067997,4304600.0,29.7,55.5890878734365,30.91,257.4,19.94916112,Eastern Europe
Croatia,HRV,2005,2799.32290815516,899.2935152650899,5403.19764636492,456.73601774064,553.09434272492,555.3569552159599,371.87206119295,2493.80286468498,806.6670638717801,367.2977083387,10443.4484003498,12.598,6.84068108,4310145.0,30.7,55.5307217475444,33.13999939,257.3,20.021358,Eastern Europe
Croatia,HRV,2006,2786.85811280713,922.81659193321,5438.13552917995,453.1712888299,554.65592427574,556.3765819692201,367.72293738409,2492.30399700471,808.1954258859699,367.97071753702,11501.2327422844,11.13,6.90362167,4311159.0,31.700000000000003,55.4685969711483,37.97999954,260.70000000000005,18.21881265,Eastern Europe
Croatia,HRV,2007,2760.1734632379403,955.0145624867,5470.220683814709,449.18208013346,556.3603496356,556.99896807726,364.03869381701,2506.60780799102,809.3109768746399,368.14107951302,13755.8149054063,9.909,7.38946152,4310217.0,32.7,55.4077128728613,41.44,273.4,17.74120826,Eastern Europe
Croatia,HRV,2008,2729.64066418869,980.92928167266,5491.82790956417,444.98371697097,558.59240408196,557.55093868402,359.62802909917,2500.5959916810702,809.78200862166,368.31906711159,15888.1184388903,8.53,7.63643503,4309705.0,33.7,55.3530687812969,44.24,273.5,18.17778463,Eastern Europe
Croatia,HRV,2009,2705.03007631554,1010.30649274964,5525.09478361594,440.68683651619,560.86192610981,557.98490900888,354.7436229558,2504.47217632709,808.86151794751,368.54826565842,14474.52513863,9.202,8.03311729,4305181.0,32.6,55.3096640250682,50.58,274.1,18.13606097,Eastern Europe
Croatia,HRV,2010,2699.66096299051,1038.94594460724,5532.8005650596,436.5139561794901,562.81764209883,558.52074215096,349.67360058021,2512.77410279484,806.40015698099,368.99789254375,13729.7472872883,11.62,7.94908857,4295427.0,32.4,55.2824979327886,56.55,286.1,18.03195837,Eastern Europe
